tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N922FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N922WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N923AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N923DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N923DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N923EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N923FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N923SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N923UA,1992,Fixed wing multi engine,BOEING,737-522,2,149,NA,Turbo-fan
N923WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N924AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N924DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N924DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N924FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N924WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N925AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N925DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N925DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N925FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N925WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N926AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N926DH,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N926DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N926FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N926LR,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N926WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N927AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N927DA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N927DN,1999,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N927FR,2004,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N927LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N927WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N928AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N928DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N928DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N928EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N928LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N928WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N929AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N929DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N929DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N929EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N929LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N929UA,1992,Fixed wing multi engine,BOEING,737-522,2,149,NA,Turbo-fan
N929WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N930AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N930DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N930DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N930EV,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N930LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N930SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N930UA,1992,Fixed wing multi engine,BOEING,737-522,2,149,NA,Turbo-fan
N930WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N931DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N931DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N931LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N932AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N932DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N932DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N932EV,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N932LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N932WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N933AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N933DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N933DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N933LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N933WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N934AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N934DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N934DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N934FJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N934SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N934WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N935AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N935DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N935DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N935LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N935SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N935WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N936AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N936DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N936DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N936SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N936WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N937AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N937DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N937DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N937SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N937WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N938AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N938DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N938DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N938FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N938LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N938SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N938WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N939AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N939DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N939DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N939FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N939LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N939SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N939WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N940AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N940DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N940DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N940WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N941DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N941DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N941FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N941SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N941WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N942AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N942DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N942DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N942LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N942WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N943AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N943DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N943DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N943FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N943SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N943WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N944AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N944DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N944DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N944SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N944WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N945AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N945DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N945DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N945SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N945WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N946AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N946DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N946DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N946SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N946WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N947AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N947DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N947DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N947FR,2006,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
N947SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N947WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N948AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N948DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N948DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N948FR,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N948SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N948WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N949AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N949DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N949DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N949FR,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N949JB,2009,Fixed wing multi engine,CESSNA,510,2,7,NA,Turbo-fan
N949WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N950AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N950DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N950DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N950JB,2005,Fixed wing multi engine,DASSAULT,FALCON 900 EX,3,21,NA,Turbo-fan
N950WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N951AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N951DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N951DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N951FR,2009,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N951SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N951WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N952AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N952DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N952DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N952FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N952SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N952WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N953AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N953DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N953DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N953FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N953SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N953WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N954AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N954DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N954DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N954SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N954WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N955AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N955DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N955DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N955SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N955WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N956AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N956DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N956DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N956LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N956SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N956WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N957AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N957DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N957DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N957JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N957SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N957WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N958AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N958DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N958DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N958JB,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N958SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N958WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N959AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N959DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N959DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N959SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N959WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N960AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N960DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N960DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N960SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N960WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N961AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N961DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N961DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N961SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N961WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N962DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N962DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N962JB,2009,Fixed wing single engine,CESSNA,182T,1,4,NA,Reciprocating
N962SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N962WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N963AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N963DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N963DN,1999,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N963SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N963WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N964AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N964DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N964DN,1999,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N964SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N964WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N965AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N965DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N965DN,2000,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N965JB,1997,Fixed wing single engine,PIPER,PA-32R-301,1,7,NA,Reciprocating
N965SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N965WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N966AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N966DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N966WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N967AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N967DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N967SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N967WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N968AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N968DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N968WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N969AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N969DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N969SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N969WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N970AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N970DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N970SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N971AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
