tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N613QX,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N613SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N613SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N614AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N614DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N614SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N614SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N615AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N615DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N615JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N615SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N616QX,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N616SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N617DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N617QX,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N61881,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N61882,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N61886,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N61887,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N61898,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N618AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N618DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N618JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N618WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N619AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N619DL,2013,Balloon,ZING AEROSPORTS LLC,ZR-70,NA,2,NA,None
N619SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N620SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N621JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N621SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N622AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N622SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N623DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N623JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N623SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N624AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N624DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N624JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N624SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N625AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N625CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N625DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N625JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N625SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N626AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N626DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N626SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N627AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N627DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N627JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N627SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N62849,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62883,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62884,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62889,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62892,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62894,2016,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N62895,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N62896,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N628DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N628SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N629BR,1998,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N629JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N629SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N630JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N630SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N630WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N631SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N631SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N632JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N632SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N632SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N633DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N633JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N633SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N633SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N634DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N634JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N634SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N635DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N635JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N635SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N636AW,NA,Rotorcraft,DJI,PHANTOM 3 PROFESSION,4,NA,NA,Electric
N636JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N636WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N637JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N637SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N63820,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N63890,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N63899,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N638JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N638SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N639DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N639JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N639SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N640DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N640JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N640SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N641CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N641DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N641JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N641SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N642DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N642WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N643DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N643JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N643SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N644AS,2003,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-fan
N644AW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N644DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N644JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N644SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N645DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N645JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N646DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N646JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N647AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N647DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N647SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N64844,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N648DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N648JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N648SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N649AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N649DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N649JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N649SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N650AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N650DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N651AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N651DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N651JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N651SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N652AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N652BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N652DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N652JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N652SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N653AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N653DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N653JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N653SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N654AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N654DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N654SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N655AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N655AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N655DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N655JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N655WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N656AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N656DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N656JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N656SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N657AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N657DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N657JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N657SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
N658AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N658SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
N659AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N659BR,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N659SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
N660AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N661AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N661DN,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N662AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N662DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N663DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N664AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N664DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N665AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N666DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N667AW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66814,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66828,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66831,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66837,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66841,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66848,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66897,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N668AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N668AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N668CA,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N669AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N669AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670SW,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-fan
N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N673AW,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N675BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N677DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67812,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67815,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67827,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67845,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N678DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N679CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679SA,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N680AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N684WN,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-fan
N685BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N685SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N686SW,1985,Fixed wing multi engine,BOEING,737-317,2,149,NA,Turbo-fan
N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68811,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68817,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68821,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68822,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68823,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68834,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68836,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68842,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68843,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68880,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68891,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N689CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N689SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N691WN,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-fan
N692CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N693BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694SW,1985,Fixed wing multi engine,BOEING,737-3T5,2,149,NA,Turbo-fan
N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697SW,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-fan
N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69810,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69813,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69816,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69818,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69819,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69824,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69826,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69829,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69830,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69839,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69840,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69847,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69885,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69888,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N699BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
